,VALUE,SMILES,MolWt
1198,-0.12,O=C(CH(CH3)CH3)CH3,-1.0
1199,-1.3,O=C(CH(CH3)CH3)CH(CH3)CH3,-1.0
1200,-5.24,O(CH2C[5]:CH:C(:CH:CH:CH:@5)OC[16]:CH:CH:CH:CH:CH:@16)C(=O)C[29]HC(CH@29CH=C(CH3)CH3)(CH3)CH3,-1.0
1201,-8.6,O(CH2C(CH3)(CH3)C[14]:CH:CH:C(:CH:CH:@14)OCH2CH3)CH2C[35]:CH:C(:CH:CH:CH:@35)OC[46]:CH:CH:CH:CH:CH:@46,-1.0
1202,-5.11,O(CH2CH2CH2CH2CH2CH2CH2CH3)C(=O)C[29]:C(:CH:CH:CH:CH:@29)C(=O)OCH2CH2CH2CH2CH2CH2CH2CH3,-1.0
1203,-6.14,O(CH2CH2CH2CH2CH2CH3)C(=O)C[23]:C(:CH:CH:CH:CH:@23)C(=O)OCH2CH2CH2CH2CH2CH3,-1.0
1204,-2.46,O(CH2CH2CH2CH2CH2CH3)C(=O)CH3,-1.0
1205,-6.64,O(CH2CH2CH2CH2CH2CH(CH3)CH3)C(=O)C[29]:C(:CH:CH:CH:CH:@29)C(=O)OCH2CH2CH2CH2CH2CH(CH3)CH3,-1.0
1206,-1.28,O(CH2CH2CH2CH2CH3)C(=O)CH2CH3,-1.0
1207,-1.89,O(CH2CH2CH2CH2CH3)C(=O)CH3,-1.0
1208,-1.85,O(CH2CH2CH2CH3)CH2CH2CH2CH3,-1.0
1209,-0.99,O(CH2CH2CH2CH3)CH3,-1.0
1210,-1.37,O(CH2CH2CH2CH3)CH=O,-1.0
1211,-5.64,O(CH2CH2CH2CH3)C(=O)C[17]:C(:CH:CH:CH:CH:@17)C(=O)OCH2C[33]:CH:CH:CH:CH:CH:@33,-1.0
1212,-4.4,O(CH2CH2CH2CH3)C(=O)C[17]:C(:CH:CH:CH:CH:@17)C(=O)OCH2CH2CH2CH3,-1.0
1213,-2.72,O(CH2CH2CH2CH3)C(=O)C[17]:CH:CH:C(:CH:CH:@17)OH,-1.0
1214,-3.48,O(CH2CH2CH2CH3)C(=O)C[17]:CH:CH:CH:CH:CH:@17,-1.0
1215,-3.9,O(CH2CH2CH2CH3)C(=O)CH2CH2CH2CH2CH2CH2CH2CH2C(=O)OCH2CH2CH2CH3,-1.0
1216,-1.24,O(CH2CH2CH2CH3)C(=O)CH3,-1.0
1217,-1.62,O(CH2CH2CH3)CH2CH2CH3,-1.0
1218,-0.66,O(CH2CH2CH3)CH2CH3,-1.0
1219,-0.39,O(CH2CH2CH3)CH3,-1.0
1220,-0.49,O(CH2CH2CH3)CH=O,-1.0
1221,-1.78,O(CH2CH2CH3)C(=O)C[14]:CH:C(:C(:C(:CH:@14)OH)OH)OH,-1.0
1222,-2.67,O(CH2CH2CH3)C(=O)C[14]:CH:CH:CH:CH:CH:@14,-1.0
1223,-1.92,O(CH2CH2CH3)C(=O)CH2CH2CH3,-1.0
1224,-0.82,O(CH2CH2CH3)C(=O)CH2CH3,-1.0
1225,-0.72,O(CH2CH2CH3)C(=O)CH3,-1.0
1226,-1.52,O(CH2CH2CH(CH3)CH3)CH=O,-1.0
1227,-3.16,O(CH2CH2CH(CH3)CH3)C(=O)C[20]:C(:CH:CH:CH:CH:@20)OH,-1.0
1228,-1.92,O(CH2CH2CH(CH3)CH3)C(=O)CH3,-1.0
1229,-0.77,O(CH2CH2OCH2CH3)CH2CH3,-1.0
1230,-0.71,O(CH2CH2OH)C[10]:CH:CH:CH:CH:CH:@10,-1.0
1231,-0.42,O(CH2CH2OH)CH2CH2CH2CH3,-1.0
1232,-2.33,O(CH2CH3)C[9]:CH:CH:CH:CH:CH:@9,-1.0
1233,-0.09,O(CH2CH3)CH2CH3,-1.0
1234,-0.85,O(CH2CH3)CH=CH2,-1.0
1235,0.15,O(CH2CH3)CH=O,-1.0
1236,-2.35,O(CH2CH3)C(=O)C[11]:C(:CH:CH:CH:CH:@11)C(=O)OCH2CH3,-1.0
1237,-2.35,O(CH2CH3)C(=O)C[11]:CH:CH:C(:CH:CH:@11)OH,-1.0
1238,-2.32,O(CH2CH3)C(=O)C[11]:CH:CH:CH:CH:CH:@11,-1.0
1239,-4.1,O(CH2CH3)C(=O)CH2CH2CH2CH2CH2CH2CH2CH2CH3,-1.0
1240,-3.8,O(CH2CH3)C(=O)CH2CH2CH2CH2CH2CH2CH2CH3,-1.0
1241,-3.39,O(CH2CH3)C(=O)CH2CH2CH2CH2CH2CH2CH3,-1.0
1242,-2.71,O(CH2CH3)C(=O)CH2CH2CH2CH2CH2CH3,-1.0
1243,-2.31,O(CH2CH3)C(=O)CH2CH2CH2CH2CH3,-1.0
1244,-1.75,O(CH2CH3)C(=O)CH2CH2CH2CH3,-1.0
1245,-1.28,O(CH2CH3)C(=O)CH2CH2CH3,-1.0
1246,-0.96,O(CH2CH3)C(=O)CH2CH2C(=O)OCH2CH3,-1.0
1247,-0.66,O(CH2CH3)C(=O)CH2CH3,-1.0
1248,-0.82,O(CH2CH3)C(=O)CH2C(=O)OCH2CH3,-1.0
1249,-0.04,O(CH2CH3)C(=O)CH3,-1.0
1250,-0.74,O(CH2CH3)C(=O)CH=CH2,-1.0
1251,-3.0,O(CH2CH3)C(=O)CH=CHC[15]:CH:CH:CH:CH:CH:@15,-1.0
1252,-6.96,O(CH2CH(CH2CH2CH2CH3)CH2CH3)C(=O)C[29]:C(:CH:CH:CH:CH:@29)C(=O)OCH2CH(CH2CH2CH2CH3)CH2CH3,-1.0
1253,-3.13,O(CH2CH=CH2)C(=O)C[12]:C(:CH:CH:CH:CH:@12)C(=O)OCH2CH=CH2,-1.0
1254,-1.01,O(CH2CH(CH3)CH3)CH=O,-1.0
1255,-4.66,O(CH2CH(CH3)CH3)C(=O)C[17]:C(:CH:CH:CH:CH:@17)C(=O)OCH2CH(CH3)CH3,-1.0
1256,-1.21,O(CH2CH(CH3)CH3)C(=O)CH3,-1.0
1257,-1.21,O(CH2CH(CH3)CH3)C(=O)CH=CH2,-1.0
1258,-4.63,O(CH2C(=O)C[7]HC[9](CH(C[12]HCH(C[16](CH2CH2C(CH=C@16CH2CH2@12)=O)CH3)CH2CH2@9)CH2CH2@7)CH3)C(=O)CH3,-1.0
1259,-1.1,O(CH2C(=O)OH)C[9]:CH:CH:CH:CH:CH:@9,-1.0
1260,0.48,O(CH2OCH3)CH3,-1.0
1261,-1.92,O(CH3)C[6]:C(:CH:CH:C(:C:@6C(=O)OH)CH=O)OCH3,-1.0
1262,-1.56,O(CH3)C[6]:C(:CH:CH:C(:CH:@6)CH2CH=CH2)OH,-1.0
1263,-2.05,O(CH3)C[6]:C(:CH:CH:C(:CH:@6)C(=O)OH)OH,-1.0
1264,-1.96,O(CH3)C[6]:C(:CH:CH:CH:CH:@6)OH,-1.0
1265,-4.16,O(CH3)C[6]:CH:C[9]:C(:CH:C(:CH:CH:@9)CH(CH3)C(=O)OH):CH:CH:@6,-1.0
1266,-2.92,O(CH3)C[6]:CH:CH:C(:CH:CH:@6)CH2CH=CH2,-1.0
1267,-1.49,O(CH3)C[6]:CH:CH:C(:CH:CH:@6)CH=O,-1.0
1268,-3.13,O(CH3)C[6]:CH:CH:C(:CH:CH:@6)CH=CHCH3,-1.0
1269,-2.41,O(CH3)C[6]:CH:CH:C(:CH:CH:@6)C(=O)OCH3,-1.0
1270,-1.85,O(CH3)C[6]:CH:CH:CH:CH:CH:@6,-1.0
1271,0.58,O(CH3)CH=O,-1.0
1272,-1.66,O(CH3)C(=O)C[8]:C(:CH:CH:CH:CH:@8)C(=O)OCH3,-1.0
1273,-2.34,O(CH3)C(=O)C[8]:C(:CH:CH:CH:CH:@8)OH,-1.0
1274,-1.24,O(CH3)C(=O)C[8]:CH:C(:C(:C(:CH:@8)OH)OH)OH,-1.0
1275,-1.78,O(CH3)C(=O)C[8]:CH:CH:C(:CH:CH:@8)OH,-1.0
1276,-1.85,O(CH3)C(=O)C[8]:CH:CH:CH:CH:CH:@8,-1.0
1277,-1.2,O(CH3)C(=O)C[8]HC[10]HCH2CH(CH@8C(=O)OCH3)CH=CH@10,-1.0
1278,-0.8,O(CH3)C(=O)C(=CH2)CH3,-1.0
1279,-4.69,O(CH3)C(=O)CH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH3,-1.0
1280,-4.63,O(CH3)C(=O)CH2CH2CH2CH2CH2CH2CH2CH2CH3,-1.0
1281,-3.38,O(CH3)C(=O)CH2CH2CH2CH2CH2CH2CH2CH3,-1.0
1282,-3.39,O(CH3)C(=O)CH2CH2CH2CH2CH2CH2CH3,-1.0
1283,-2.0,O(CH3)C(=O)CH2CH2CH2CH2CH3,-1.0
1284,-1.36,O(CH3)C(=O)CH2CH2CH2CH3,-1.0
1285,-0.82,O(CH3)C(=O)CH2CH2CH3,-1.0
1286,-0.14,O(CH3)C(=O)CH2CH3,-1.0
1287,0.52,O(CH3)C(=O)CH3,-1.0
1288,-0.22,O(CH3)C(=O)CH=CH2,-1.0
1289,-1.19,O=CHC[4]:CH:CH:CH:CH:CH:@4,-1.0
1290,-3.17,O=CHCH2CH2CH2CH2CH2CH2CH2CH3,-1.0
1291,-2.36,O=CHCH2CH2CH2CH2CH2CH2CH3,-1.0
1292,-1.7,O=CHCH2CH2CH2CH2CH2CH3,-1.0
1293,-1.3,O=CHCH2CH2CH2CH2CH3,-1.0
1294,-0.85,O=CHCH2CH2CH2CH3,-1.0
1295,-0.01,O=CHCH2CH2CH3,-1.0
1296,0.58,O=CHCH2CH3,-1.0
1297,-0.6,O(CH(CH2OC(=O)CH3)CH2OC(=O)CH3)C(=O)CH3,-1.0
1298,-1.34,O(CH(CH3)CH3)CH2CH2CH3,-1.0
1299,-0.55,O(CH(CH3)CH3)CH2CH3,-1.0
1300,-0.06,O(CH(CH3)CH3)CH3,-1.0
1301,-1.1,O(CH(CH3)CH3)CH(CH3)CH3,-1.0
1302,-0.63,O(CH(CH3)CH3)CH=O,-1.0
1303,-0.55,O(CH(CH3)CH3)C(=O)CH3,-1.0
1304,0.57,O=CHCH=CH2,-1.0
1305,-2.13,O=CHCH(CH2CH2CH2CH3)CH2CH3,-1.0
1306,-1.52,O=CHCH(CH2CH3)CH2CH3,-1.0
1307,0.32,O=CHCH=CHCH3,-1.0
1308,-2.06,O=CHCH=C(CH2CH2CH=C(CH3)CH3)CH3,-1.0
1309,-2.46,O=CHC(=CHCH2CH2CH3)CH2CH3,-1.0
1310,-0.43,O(CH(OCH2CH3)CH3)CH2CH3,-1.0
1311,-2.92,OHC[3]:C[4]:C(:C(:CH:CH:CH:@4)OH):CH:CH:CH:@3,-1.0
1312,-4.73,OHC[3]:C[4]:C(:CH:C[8]:C:@3:CH:CH:CH:CH:@8):CH:CH:CH:CH:@4,-1.0
1313,-2.78,OHC[3]:C[4]:C(:CH:CH:C:@3OH)C(C[14]:C(:CH:CH:CH:CH:@14)C@4=O)=O,-1.0
1314,-2.22,OHC[3]:C[4]:C(:CH:CH:CH:@3):CH:CH:CH:CH:@4,-1.0
1315,-4.0,OHC[3](C[4](CH(C[7]HCH(C[11](CH2CH2C(CH=C@11CH2CH2@7)=O)CH3)C(CH2@4)=O)CH2CH2@3)CH3)C(=O)CH2OC(=O)CH3,-1.0
1316,-3.11,OHC[3](C[4](CH(C[7]HCH(C[11](CH2CH2C(CH=C@11CH2CH2@7)=O)CH3)C(CH2@4)=O)CH2CH2@3)CH3)C(=O)CH2OH,-1.0
1317,-5.66,OHC[3](C[4](CH(C[7]HCH(C[11](CH2CH2C(CH=C@11CH2CH2@7)=O)CH3)CH2CH2@4)CH2CH2@3)CH3)C#CH,-1.0
1318,-3.99,OHC[3](C[4](CH(C[7]HCH(C[11](CH2CH2C(CH=C@11CH2CH2@7)=O)CH3)CH2CH2@4)CH2CH2@3)CH3)CH3,-1.0
1319,-4.71,OHC[3](C[4](CH(C[7]HCH(C[11](CH2CH2C(CH=C@11CH2CH2@7)=O)CH3)CH2CH2@4)CH2CH2@3)CH3)C(=O)CH3,-1.0
1320,-5.51,OHC[3](C[4](CH(C[7]HCH(C[11](CH2CH2C(CH=C@11CH2CH2@7)=O)CH3)CH(CH2@4)OH)CH2CH2@3)CH3)C(=O)CH2OC(=O)CH2C(CH3)(CH3)CH3,-1.0
1321,-4.3,OHC[3](C[4](CH(C[7]HCH(C[11](CH2CH2C(CH=C@11CH2CH2@7)=O)CH3)CH(CH2@4)OH)CH2CH2@3)CH3)C(=O)CH2OC(=O)CH3,-1.0
1322,-2.97,OHC[3](C[4](CH(C[7]HCH(C[11](CH2CH2C(CH=C@11CH2CH2@7)=O)CH3)CH(CH2@4)OH)CH2CH2@3)CH3)C(=O)CH2OH,-1.0
1323,-4.57,OHC[3](C[4](CH(C[7]HCH(C[11]HCH2CH2C(CH=C@11CH2CH2@7)=O)CH2CH2@4)CH2CH2@3)CH3)C#CH,-1.0
1324,-4.3,OHC[3](C[4](CH(C[7]HCH(CH2CH2@4)C[17]:C(:CH:C(:CH:CH:@17)OH)CH2CH2@7)CH2CH2@3)CH3)C#CH,-1.0
1325,-4.58,OHC[3](C[4](CH(C[7]HCH(CH(CH2@4)OH)C[18](C(=CHC(CH=CH@18)=O)CH2CH2@7)CH3)CH2CH2@3)CH3)C(=O)CH2OC(=O)C(CH3)(CH3)CH3,-1.0
1326,-4.37,OHC[3](C[4](CH(C[7]HCH(CH(CH2@4)OH)C[18](C(=CHC(CH=CH@18)=O)CH2CH2@7)CH3)CH2CH2@3)CH3)C(=O)CH2OC(=O)CH3,-1.0
1327,-3.21,OHC[3](C[4](CH(C[7]HCH(CH(CH2@4)OH)C[18](C(=CHC(CH=CH@18)=O)CH2CH2@7)CH3)CH2CH2@3)CH3)C(=O)CH2OH,-1.0
1328,-2.99,OHC[3](C[4](CH(C[7]HCH(CH(CH2@4)OH)C[18](C(=CHC(CH=CH@18)=O)CH(CH2@7)CH3)CH3)CH2CH2@3)CH3)C(=O)CH2OH,-1.0
1329,-4.57,OHC[3]C[4]HCH(C[8]HC(C(CH2CH2@8)(OH)C#CH)(CH2CH2@4)CH3)CH2CH2C@3=CHC(CH2CH2@3)=O,-1.0
1330,-1.43,OHC[3]:C(:C(:CH:CH:CH:@3)CH3)CH3,-1.0
1331,-2.05,OHC[3]:C(:CH:C(:CH:C:@3CH3)CH3)CH3,-1.0
1332,-1.16,OHC[3]:C(:CH:C(:CH:C:@3OH)C(=O)OH)OH,-1.0
1333,-1.19,OHC[3]:C(:CH:C(:CH:CH:@3)CH3)CH3,-1.0
1334,-1.54,OHC[3]:C(:CH:CH:C(:CH:@3)CH3)CH3,-1.0
1335,-2.22,OHC[3]:C(:CH:CH:C(:CH:@3)CH3)CH(CH3)CH3,-1.0
1336,-2.08,OHC[3]:C(:CH:CH:C(:CH:@3)CH(CH3)CH3)CH3,-1.0
1337,-2.59,OHC[3]:C(:CH:CH:C(:CH:@3)OH)CH2CH2CH2CH2CH2CH3,-1.0
1338,-1.31,OHC[3]:C(:CH:CH:CH:C:@3CH3)CH3,-1.0
1339,-2.39,OHC[3]:C(:CH:CH:CH:CH:@3)C[13]:CH:CH:CH:CH:CH:@13,-1.0
1340,-1.36,OHC[3]:C(:CH:CH:CH:CH:@3)CH2CH3,-1.0
1341,-0.62,OHC[3]:C(:CH:CH:CH:CH:@3)CH3,-1.0
1342,-0.86,OHC[3]:C(:CH:CH:CH:CH:@3)CH=O,-1.0
1343,-1.82,OHC[3]:C(:CH:CH:CH:CH:@3)C(=O)OH,-1.0
1344,0.62,OHC[3]:C(:CH:CH:CH:CH:@3)OH,-1.0
1345,-5.24,OHC[3]:CH:C[6]:C(:C[8]:C(:CH:CH:@6)C[14]HC(CH2CH2@8)(C(CH2CH2@14)=O)CH3):CH:CH:@3,-1.0
1346,-5.28,OHC[3]:CH:C[6]:C(:CH:CH:@3)C[12]HCH2CH2C[20](CH(CH2CH2C@20=O)C@12=CHCH2@6)CH3,-1.0
1347,-3.96,OHC[3]:CH:C[6]:C(:CH:CH:@3)C[12]HCH(C[16]HC(CH2CH2@12)(C(CH2CH2@16)=O)CH3)CH2CH2@6,-1.0
1348,-1.99,OHC[3]:CH:C[6]:C(:CH:CH:@3)CH2CH2CH2CH2@6,-1.0
1349,-2.28,OHC[3]:CH:C[6]:C(:CH:CH:@3):CH:CH:CH:CH:@6,-1.0
1350,-1.41,OHC[3]:CH:C(:C(:CH:CH:@3)CH3)CH3,-1.0
1351,-1.4,OHC[3]:CH:C(:CH:C(:CH:@3)CH3)CH3,-1.0
1352,-0.68,OHC[3]:CH:C(:CH:CH:CH:@3)CH3,-1.0
1353,0.81,OHC[3]:CH:C(:CH:CH:CH:@3)OH,-1.0
1354,-3.48,OHC[3]:CH:CH:C(:CH:CH:@3)C[13]:CH:CH:CH:CH:CH:@13,-1.0
1355,-2.82,OHC[3]:CH:CH:C(:CH:CH:@3)C(CH3)(CH3)C[22]:CH:CH:C(:CH:CH:@22)OH,-1.0
1356,-2.41,OHC[3]:CH:CH:C(:CH:CH:@3)C(CH3)(CH3)CH3,-1.0
1357,-0.7,OHC[3]:CH:CH:C(:CH:CH:@3)CH3,-1.0
1358,-4.95,OHC[3]:CH:CH:C(:CH:CH:@3)CH(CH(C[17]:CH:CH:C(:CH:CH:@17)OH)CH=CH2)CH=CH2,-1.0
1359,-4.43,OHC[3]:CH:CH:C(:CH:CH:@3)CH(CH(CH2CH3)C[24]:CH:CH:C(:CH:CH:@24)OH)CH2CH3,-1.0
1360,-0.96,OHC[3]:CH:CH:C(:CH:CH:@3)CH=O,-1.0
1361,-1.41,OHC[3]:CH:CH:C(:CH:CH:@3)C(=O)OH,-1.0
1362,-4.07,OHC[3]:CH:CH:C(:CH:CH:@3)C(=C(CH2CH3)C[22]:CH:CH:C(:CH:CH:@22)OH)CH2CH3,-1.0
1363,-4.95,OHC[3]:CH:CH:C(:CH:CH:@3)C(=CHCH3)C(=CHCH3)C[27]:CH:CH:C(:CH:CH:@27)OH,-1.0
1364,-0.17,OHC[3]:CH:CH:C(:CH:CH:@3)OH,-1.0
1365,0.0,OHC[3]:CH:CH:CH:CH:CH:@3,-1.0
1366,-1.73,OHC[3](CH=CHC(CH=CH@3)=O)C[14]:C(:CH:CH:C(:CH:@14)OH)OH,-1.0
1367,-2.32,OHC[3]HC[5](C(CH(CH2@3)CH2CH2@5)(CH3)CH3)CH3,-1.0
1368,-4.02,OHC[3]HC[5](CH(C[8]HCH(C[12](CH2CH2C(CH=C@12CH2CH2@8)=O)CH3)CH2CH2@5)CH2CH2@3)CH3,-1.0
1369,-4.74,OHC[3]HC[5](CH(C[8]HCH(C[12](CH(CH2CH2@8)CH2C(CH2CH2@12)=O)CH3)CH2CH2@5)CH2CH2@3)CH3,-1.0
1370,-3.37,OHC[3]HC[5](CH(C[8]HCH(C[12](CH(CH2CH@8OH)CH2CH(CH2CH2@12)OH)CH3)CH2@3)CH2CH2CH@5CH(CH2CH2C(=O)OH)CH3)CH3,-1.0
1371,-3.95,OHC[3]HC[5](CH(C[8]HCH(C[12](CH(CH2CH(CH2CH2@12)OH)CH2CH2@8)CH3)CH2@3)CH2CH2CH@5CH(CH2CH2C(=O)OH)CH3)CH3,-1.0
1372,-4.35,OHC[3]HC[5](CH(C[8]HCH(C[12](CH(CH(CH2@8)OH)CH2CH(CH2CH2@12)OH)CH3)CH2@3)CH2CH2CH@5CH(CH2CH2C(=O)OH)CH3)CH3,-1.0
1373,-4.84,OHC[3]HC[5](CH(C[8]HCH(CH2CH2@5)C[18]:C(:CH:C(:CH:CH:@18)OH)CH2CH2@8)CH2CH2@3)CH3,-1.0
1374,-4.95,OHC[3]HC[5](CH(C[8]HCH(CH2CH2@5)C[18]:C(:CH:C(:CH:CH:@18)OH)CH2CH2@8)CH2CH@3OH)CH3,-1.0
1375,-3.59,OHC[3]HC[5]HC[7](CH(CH2CH(CH2CH2@7)OH)CH2CH2CH@5C[31]HC(CH2@3)(C(CH2CH2@31)=O)CH3)CH3,-1.0
1376,-3.82,OHC[3]HC[5]HC(C[8]HCH(C[12]HC(CH(CH2CH2@12)CH(CH2CH2C(=O)OH)CH3)(CH2CH2@8)CH3)CH2@3)(CH2CH2CH(CH2@5)OH)CH3,-1.0
1377,-4.35,OHC[3]HC[5]HC(C[8]HCH(C[12]HC(CH(CH2CH2@12)CH(CH2CH2C(=O)OH)CH3)(CH2CH2@8)CH3)CH@3OH)(CH2CH2CH(CH2@5)OH)CH3,-1.0
1378,-3.64,OHC[3]HC[5]HCH(C[9](CH(CH2@3)CH2CH(CH2CH2@9)OH)CH3)CH2CH2C[38](CH@5CH2CH2CH@38CH(CH2CH2C(=O)OH)CH3)CH3,-1.0
1379,-3.24,OHC[3]HC[5]HCH(C[9]HC(CH(CH2CH2@9)C(=O)CH2OH)(CH2@3)CH3)CH2CH2C[40]=CHC(CH2CH2C@5@40CH3)=O,-1.0
1380,-3.85,OHC[3]HC[5]HCH(C[9]HC(CH(CH2CH2@9)C(=O)CH2OH)(CH2@3)CH=O)CH2CH2C[39]=CHC(CH2CH2C@5@39CH3)=O,-1.0
1381,-4.16,OHC[3]HCH2C[8]HC(C[11]HCH(C[15]HC(CH2CH2@11)(C(CH2CH2@15)=O)CH3)CH2CH2@8)(CH2CH2@3)CH3,-1.0
1382,-4.12,OHC[3]HCH2CH2C[11](C[12]HCH(C[16]HC(CH2CH2@12)(C(CH2CH2@16)=O)CH3)CH2CH=C@11CH2@3)CH3,-1.0
1383,-4.65,OHC[3]HCH2CH2C[11](C[12]HCH(C[16]HC(CH(CH2CH2@16)C(=O)CH3)(CH2CH2@12)CH3)CH2CH=C@11CH2@3)CH3,-1.0
1384,-0.44,OHC[3]HCH2CH2CH2CH2CH2@3,-1.0
1385,-0.88,OHC[3]HCH2CH2CH2CH2CH2CH2@3,-1.0
1386,-1.29,OHC[3]HCH2CH2CH2CH2CH2CH2CH2@3,-1.0
1387,-0.88,OHC[3]HCH2CH2CH(CH2CH2@3)CH3,-1.0
1388,-2.53,OHC[3]HCH(CH2CH2CH(CH2@3)CH3)CH(CH3)CH3,-1.0
1389,-2.47,OHC[3]HCH(CH(C(CH2@3)=O)CH2CH=CHCH2CH2CH2C(=O)OH)CH=CHCH(OH)CH2CH2CH2CH2CH3,-1.0
1390,-0.17,OHC[3]HCH(CH(CH2CH(CH@3OH)OH)OH)OH,-1.0
1391,0.35,OHC[3]HCH(CH(CH(CH(CH@3OH)OH)OH)OH)OH,-1.0
1392,-2.21,OHC(C[4]:CH:CH:CH:CH:CH:@4)(C[15]:CH:CH:CH:CH:CH:@15)C(=O)OH,-1.0
1393,-1.27,OHC(C(CH3)(CH3)CH3)(CH2CH3)CH3,-1.0
1394,-0.72,OHC(C(CH3)(CH3)CH3)(CH3)CH3,-1.0
1395,-1.72,OHC(CH2CH2CH2CH2CH3)(CH3)CH3,-1.0
1396,-1.6,OHC(CH2CH2CH2CH3)(CH2CH3)CH3,-1.0
1397,-1.08,OHC(CH2CH2CH2CH3)(CH3)CH3,-1.0
1398,-1.0,OHC(CH2CH2CH3)(CH2CH3)CH3,-1.0
1399,-0.49,OHC(CH2CH2CH3)(CH3)CH3,-1.0
1400,-1.99,OHC(CH2CH2CH=C(CH3)CH3)(CH3)CH=CH2,-1.0
1401,-0.85,OHC(CH2CH3)(CH2CH3)CH2CH3,-1.0
1402,-0.38,OHC(CH2CH3)(CH2CH3)CH3,-1.0
1403,0.08,OHC(CH2CH3)(CH3)CH3,-1.0
1404,-0.92,OHC(CH2CH(CH3)CH3)(CH3)CH3,-1.0
1405,0.51,OHC(CH2C(=O)OH)(CH2C(=O)OH)C(=O)OH,-1.0
1406,-0.89,OHC(CH(CH2CH3)CH3)(CH3)CH3,-1.0
1407,-0.85,OHC(CH(CH3)CH3)(CH2CH3)CH3,-1.0
1408,-0.41,OHC(CH(CH3)CH3)(CH3)CH3,-1.0
1409,-0.29,OHCH2C[6]:C(:CH:CH:CH:CH:@6)OH,-1.0
1410,-1.2,OHCH2C[6]:CH:CH:C(:CH:CH:@6)CH3,-1.0
1411,-0.4,OHCH2C[6]:CH:CH:CH:CH:CH:@6,-1.0
1412,-1.52,OHCH2C(CH2CH2CH3)(CH3)CH3,-1.0
1413,-1.04,OHCH2C(CH2CH3)(CH3)CH3,-1.0
1414,-0.4,OHCH2C(CH3)(CH3)CH3,-1.0
1415,-0.74,OHCH2CH2C[9]:CH:CH:CH:CH:CH:@9,-1.0
1416,-0.5,OHCH2CH2C(CH3)(CH3)CH3,-1.0
1417,-1.38,OHCH2CH2CH2C[12]:CH:CH:CH:CH:CH:@12,-1.0
1418,-1.55,OHCH2CH2CH2C(CH3)(CH3)CH3,-1.0
1419,-8.4,OHCH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH3,-1.0
1420,-7.26,OHCH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH3,-1.0
1421,-6.35,OHCH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH3,-1.0
1422,-6.05,OHCH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH3,-1.0
1423,-4.67,OHCH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH3,-1.0
1424,-3.63,OHCH2CH2CH2CH2CH2CH2CH2CH2CH2CH3,-1.0
1425,-3.01,OHCH2CH2CH2CH2CH2CH2CH2CH2CH3,-1.0
1426,-2.39,OHCH2CH2CH2CH2CH2CH2CH2CH3,-1.0
1427,-1.81,OHCH2CH2CH2CH2CH2CH2CH3,-1.0
1428,-1.24,OHCH2CH2CH2CH2CH2CH3,-1.0
1429,-0.6,OHCH2CH2CH2CH2CH3,-1.0
1430,0.0,OHCH2CH2CH2CH3,-1.0
1431,-0.15,OHCH2CH2CH2CH=CH2,-1.0
1432,-1.14,OHCH2CH2CH2CH(CH3)CH3,-1.0
1433,0.62,OHCH2CH2CH3,-1.0
1434,-0.72,OHCH2CH2CH(CH2CH3)CH3,-1.0
1435,-0.52,OHCH2CH2CH(CH3)CH3,-1.0
1436,1.1,OHCH2CH3,-1.0
1437,-0.93,OHCH2CH(C[8]:CH:CH:CH:CH:CH:@8)C(=O)OH,-1.0
1438,-2.11,OHCH2CH(CH2CH2CH2CH3)CH2CH3,-1.0
1439,-1.11,OHCH2CH(CH2CH2CH3)CH3,-1.0
1440,-1.17,OHCH2CH(CH2CH3)CH2CH3,-1.0
1441,-0.47,OHCH2CH(CH2CH3)CH3,-1.0
1442,-1.6,OHCH2CH(CH2CH(CH3)CH3)CH3,-1.0
1443,0.04,OHCH2CH(CH3)CH3,-1.0
1444,-0.39,OHCH2CH(CH(CH3)CH3)CH3,-1.0
1445,-2.46,OHCH2CH=C(CH2CH2CH=C(CH3)CH3)CH3,-1.0
1446,-3.75,OHCH2C(=O)C[8]HC[10](CH(C[13]HCH(C[17](CH2CH2C(CH=C@17CH2CH2@13)=O)CH3)CH2CH2@10)CH2CH2@8)CH3,-1.0
1447,1.57,OHCH3,-1.0
1448,-2.55,OHCH(C[5]:CH:CH:CH:CH:CH:@5)C[16]:CH:CH:CH:CH:CH:@16,-1.0
1449,-2.85,OHCH(C[5]:CH:CH:CH:CH:CH:@5)C(=O)C[18]:CH:CH:CH:CH:CH:@18,-1.0
1450,-1.15,OHCH(C(CH3)(CH3)CH3)CH2CH3,-1.0
1451,-0.62,OHCH(C(CH3)(CH3)CH3)CH3,-1.0
1452,-2.52,OHCH(CH2C[8]:CH:CH:CH:CH:CH:@8)C[19]:CH:CH:CH:CH:CH:@19,-1.0
1453,-2.94,OHCH(CH2CH2CH2CH2CH2CH2CH2CH2CH3)CH3,-1.0
